Gene_ID	par_rep1	par_rep2	per_rep1	per_rep2	per_rep3
ENSG00000255340.1	1	1	4	2	1
ENSG00000254577.1	9	7	15	19	16
ENSG00000252355.1	4	11	7	12	1
ENSG00000254463.1	26	20	24	33	24
ENSG00000213697.3	0	0	2	0	1
ENSG00000149084.7	13881	14555	6528	7197	6272
ENSG00000235661.2	0	0	0	0	0
ENSG00000211568.1	0	0	0	0	0
ENSG00000199077.1	0	0	0	0	0
ENSG00000243721.1	10	6	4	5	2
ENSG00000254512.1	28	23	8	7	10
ENSG00000246250.2	77	71	31	34	28
ENSG00000166199.8	0	1	0	0	0
ENSG00000213693.4	0	0	0	0	0
ENSG00000244926.2	0	0	0	1	0
ENSG00000254409.1	0	0	0	0	0
ENSG00000187479.4	2	0	0	1	2
ENSG00000244953.1	0	0	0	0	0
ENSG00000205126.2	0	0	0	0	0
ENSG00000110455.9	156	173	436	480	493
ENSG00000255165.1	3	2	5	6	2
ENSG00000151348.9	9732	9760	9695	10370	9301
ENSG00000052850.5	115	152	434	521	362
ENSG00000255451.1	0	0	0	0	0
ENSG00000255106.1	4	1	0	1	4
ENSG00000085117.7	14265	13226	6786	7302	6829
ENSG00000254693.1	2	4	1	1	0
ENSG00000255092.1	12	9	4	10	3
ENSG00000244267.1	5	7	10	11	13
ENSG00000255079.1	1	0	0	0	0
ENSG00000255032.1	0	0	0	0	0
ENSG00000157570.7	36	34	42	26	41
ENSG00000175274.14	31409	30404	41706	48088	45703
ENSG00000254654.1	3	5	4	2	3
ENSG00000019485.8	813	803	1147	1204	1171
ENSG00000254664.1	1	3	7	6	2
ENSG00000019505.3	6	3	1	4	2
ENSG00000254497.1	0	0	0	0	0
ENSG00000254427.1	0	0	0	0	0
ENSG00000255267.2	0	0	0	0	0
ENSG00000255041.1	0	0	0	0	0
ENSG00000254651.1	0	0	0	0	0
ENSG00000254746.1	0	0	0	0	0
ENSG00000255519.1	0	0	1	0	0
ENSG00000254514.1	0	0	0	0	0
ENSG00000175264.3	371	301	517	559	483
ENSG00000255091.1	1	3	3	3	6
ENSG00000254519.1	0	0	0	0	0
ENSG00000255426.1	0	0	0	0	0
ENSG00000255226.1	0	0	0	0	0
ENSG00000205106.2	1	0	2	4	2
ENSG00000181830.7	2501	2441	2159	2503	2446
ENSG00000255447.1	3	0	2	4	3
ENSG00000121671.7	2436	2374	4296	5195	4791
ENSG00000121653.7	1786	1665	1174	1311	1313
ENSG00000255498.1	0	0	0	0	0
ENSG00000234776.1	16	13	12	14	8
ENSG00000121680.11	2647	2554	2319	2701	2472
ENSG00000165905.12	3813	3675	1893	2071	2104
ENSG00000135365.11	3882	3670	7771	8033	7752
ENSG00000263539.1	0	0	3	0	2
ENSG00000254653.1	0	1	1	2	2
ENSG00000254871.1	0	0	0	0	0
ENSG00000255314.1	1	0	1	0	0
ENSG00000255269.1	1	0	0	0	0
ENSG00000254639.1	0	0	0	0	1
ENSG00000255007.1	187	180	23	29	43
ENSG00000157613.6	17889	17206	12015	12454	13246
ENSG00000149091.11	10069	9256	6492	7325	7257
ENSG00000264102.1	3	2	3	1	1
ENSG00000110492.11	44596	42294	8350	9386	9322
ENSG00000180720.6	13	2	16	30	17
ENSG00000110497.10	5221	5322	5907	6453	6011
ENSG00000244313.2	193	192	182	199	195
ENSG00000265014.1	0	0	0	0	0
ENSG00000180423.4	668	765	617	648	517
ENSG00000175224.12	11160	11101	13673	14761	13321
ENSG00000175220.7	20606	19109	19713	21122	20082
ENSG00000175213.2	2716	2655	2402	2796	2613
ENSG00000180210.10	3	1	2	2	1
ENSG00000175216.10	31893	34835	17252	18153	16731
ENSG00000263540.1	3	1	3	4	0
ENSG00000252427.1	0	1	2	2	2
ENSG00000212135.1	15	16	15	4	10
ENSG00000247675.2	2	3	7	7	10
ENSG00000134569.5	36	44	177	233	187
ENSG00000149179.9	1619	1477	2092	2277	2144
ENSG00000271350.1	1	4	1	1	1
ENSG00000255520.1	7	11	4	3	1
ENSG00000149182.10	13608	12926	12380	13021	12773
ENSG00000270060.1	199	171	235	209	158
ENSG00000165912.11	8866	8213	3827	4483	4141
ENSG00000243802.2	55	38	27	26	42
ENSG00000266540.1	1	0	0	0	0
ENSG00000134574.7	2692	2724	1708	3079	1781
ENSG00000256897.1	26	37	25	33	9
ENSG00000134575.5	4606	4513	3338	3241	3408
ENSG00000025434.14	1301	1179	770	762	790
ENSG00000110514.14	7746	7833	8667	9381	9347
ENSG00000256746.1	5	12	26	27	18
ENSG00000134571.6	3	0	3	2	1
ENSG00000066336.7	2	3	4	1	2
ENSG00000255197.1	5	2	2	9	3
ENSG00000265910.1	0	0	0	0	0
ENSG00000264583.1	0	0	0	0	0
ENSG00000165915.9	3207	2914	3949	4631	4303
ENSG00000165916.4	18764	18425	8494	8466	7888
ENSG00000165917.5	31	23	50	48	53
ENSG00000252327.1	1	3	2	4	5
ENSG00000149187.13	19820	20375	24025	25635	23078
ENSG00000265467.1	0	0	0	0	0
ENSG00000270072.1	2	1	2	4	3
ENSG00000265559.1	3	8	11	15	16
ENSG00000213619.5	9086	8889	5585	5831	5611
ENSG00000110536.9	1979	1951	1386	1453	1183
ENSG00000123444.9	1022	1027	1104	1110	947
ENSG00000200376.1	5	9	7	7	8
ENSG00000231880.1	0	0	0	0	0
ENSG00000196666.3	5	8	3	5	5
ENSG00000172247.3	20	23	42	56	63
ENSG00000223187.1	0	0	1	4	2
ENSG00000109919.5	20980	21659	14714	15228	13798
ENSG00000165923.11	34	18	115	142	130
ENSG00000109920.8	13783	15144	21236	24136	22033
ENSG00000200090.1	64	70	94	131	105
ENSG00000252447.1	117	106	159	203	173
ENSG00000030066.9	11977	12924	7614	8461	8417
ENSG00000271543.1	5	2	3	4	5
ENSG00000252941.1	2	0	1	2	0
ENSG00000252874.1	3	7	11	8	4
ENSG00000271557.1	14	8	2	11	8
ENSG00000254780.1	3	4	7	3	1
ENSG00000149177.8	3352	3705	3088	3715	3168
ENSG00000254879.1	2	2	1	2	0
ENSG00000263693.1	0	0	1	2	0
ENSG00000175619.2	0	0	1	0	0
ENSG00000255514.1	0	0	0	1	0
ENSG00000172208.3	1	1	0	1	0
ENSG00000176567.1	0	0	0	0	0
ENSG00000176555.1	0	0	0	0	0
ENSG00000176547.7	0	0	0	0	0
ENSG00000197161.6	0	2	0	0	0
ENSG00000176540.3	0	0	0	0	1
ENSG00000182565.8	0	0	0	0	0
ENSG00000184789.6	0	0	0	0	0
ENSG00000254925.1	0	0	0	0	0
ENSG00000255215.1	0	0	2	0	1
ENSG00000237388.2	28	22	19	31	26
ENSG00000255113.1	0	2	3	3	3
ENSG00000255304.1	2	1	3	6	6
ENSG00000254832.1	1	3	5	0	1
ENSG00000255534.1	0	0	0	0	0
ENSG00000213607.4	0	0	0	0	0
ENSG00000255297.1	0	0	0	0	0
ENSG00000254674.1	0	0	0	0	0
ENSG00000255053.1	0	0	0	0	0
ENSG00000255551.1	0	0	0	0	0
ENSG00000254728.1	0	0	0	0	0
ENSG00000254920.1	0	0	0	0	0
ENSG00000255527.1	0	0	0	0	0
ENSG00000249910.2	0	0	0	0	0
ENSG00000254517.1	0	0	0	0	0
ENSG00000220948.4	0	0	0	0	0
ENSG00000254764.1	0	0	0	0	0
ENSG00000205044.3	0	0	0	0	0
ENSG00000182053.8	0	0	0	0	0
ENSG00000214891.4	0	0	0	0	0
ENSG00000254801.1	0	1	0	0	0
ENSG00000229361.4	0	0	0	0	0
ENSG00000255452.1	0	0	0	0	0
ENSG00000254412.1	0	0	0	0	0
ENSG00000255338.1	0	0	0	0	0
ENSG00000254993.1	0	0	0	0	0
ENSG00000254567.2	1	0	0	0	0
ENSG00000086205.12	74	69	8	12	5
ENSG00000255532.1	0	0	0	0	0
ENSG00000123447.5	0	0	0	0	1
ENSG00000254496.1	0	0	0	0	0
ENSG00000226268.2	6	8	4	4	1
ENSG00000205035.4	5	1	4	5	9
ENSG00000254487.2	0	0	0	0	0
ENSG00000255268.2	0	0	0	0	0
ENSG00000219061.4	0	0	0	0	0
ENSG00000254714.1	0	0	0	0	0
ENSG00000255550.1	0	0	0	0	0
ENSG00000255214.1	0	0	0	0	0
ENSG00000255190.2	0	0	0	0	0
ENSG00000254800.2	0	0	0	0	0
ENSG00000255111.1	1	0	0	0	1
ENSG00000254408.1	0	0	1	0	0
ENSG00000254472.1	0	0	0	0	0
ENSG00000254637.1	0	0	0	0	0
ENSG00000254940.1	1	0	0	0	0
ENSG00000254624.1	0	0	0	0	0
ENSG00000258817.1	0	0	0	0	0
ENSG00000221954.2	0	0	0	0	1
ENSG00000255199.2	0	1	0	0	0
ENSG00000255442.1	0	0	0	0	0
ENSG00000236919.3	0	0	0	0	0
ENSG00000255500.2	2	3	4	6	5
ENSG00000255042.1	3	2	0	2	1
ENSG00000255001.1	0	0	0	0	0
ENSG00000254518.1	0	0	0	0	0
ENSG00000254840.1	0	1	0	0	0
ENSG00000214883.4	1	2	0	6	3
ENSG00000264637.1	0	0	0	0	0
ENSG00000255078.1	0	0	0	0	0
ENSG00000221840.2	0	0	0	0	0
ENSG00000255349.1	0	0	0	0	0
ENSG00000225997.1	0	0	2	0	0
ENSG00000227547.3	0	0	3	2	0
ENSG00000254464.1	0	0	0	0	0
ENSG00000254769.2	0	0	0	1	0
ENSG00000255560.1	0	0	0	0	0
ENSG00000255312.1	0	0	0	0	0
ENSG00000185926.1	0	0	0	0	0
ENSG00000237610.1	0	0	0	0	0
ENSG00000150244.8	0	0	0	0	0
ENSG00000255543.1	0	0	0	0	0
ENSG00000255283.2	0	0	0	0	0
ENSG00000255110.1	0	0	0	0	0
ENSG00000254696.1	0	0	0	0	0
ENSG00000166007.11	0	0	0	1	0
ENSG00000254828.1	0	0	1	0	0
ENSG00000254663.1	0	0	0	0	0
ENSG00000254723.1	0	0	0	0	0
ENSG00000181961.2	0	0	0	0	0
ENSG00000181958.3	0	0	0	0	0
ENSG00000254891.1	0	0	0	0	0
ENSG00000255077.1	0	0	0	0	0
ENSG00000255493.1	0	0	0	0	0
ENSG00000254886.1	0	0	0	0	0
ENSG00000255196.1	0	0	0	0	0
ENSG00000181950.3	0	0	0	0	0
ENSG00000255294.1	0	0	0	0	0
ENSG00000254962.1	0	0	0	1	0
ENSG00000181943.4	0	0	0	0	0
ENSG00000254576.1	0	0	0	0	0
ENSG00000233301.1	0	0	0	0	0
ENSG00000181939.2	0	0	0	0	0
ENSG00000181935.3	15	9	22	22	17
ENSG00000172188.4	0	0	0	0	0
ENSG00000181927.2	0	0	0	0	0
ENSG00000174982.2	0	0	0	0	0
ENSG00000181903.3	0	0	0	0	0
ENSG00000254841.1	0	0	0	0	0
ENSG00000188439.3	0	0	0	0	0
ENSG00000254804.1	0	0	0	0	0
ENSG00000254457.1	0	0	0	0	0
ENSG00000186886.5	0	0	0	0	0
ENSG00000181837.5	0	0	0	0	0
ENSG00000198877.1	0	0	0	0	0
ENSG00000255019.1	1	0	0	0	0
ENSG00000186113.1	0	0	0	0	0
ENSG00000186117.2	0	0	0	0	0
ENSG00000186119.6	0	0	0	0	0
ENSG00000205030.1	0	0	0	0	0
ENSG00000205029.1	0	0	0	0	0
ENSG00000186124.3	0	0	0	0	0
ENSG00000255204.1	0	0	0	0	0
ENSG00000255499.1	0	0	0	0	0
ENSG00000254547.1	0	0	0	0	0
ENSG00000124900.8	0	0	0	0	0
ENSG00000227806.1	0	0	0	0	0
ENSG00000187612.1	0	0	0	0	0
ENSG00000167825.3	0	0	0	0	0
ENSG00000255416.1	0	0	0	0	0
ENSG00000254807.1	0	0	0	0	0
ENSG00000174970.2	0	0	0	0	0
ENSG00000214880.2	0	0	0	1	0
ENSG00000149133.1	0	0	0	0	0
ENSG00000182365.3	0	0	0	0	0
ENSG00000181785.1	0	0	0	0	0
ENSG00000184741.4	0	0	0	0	0
ENSG00000181780.3	0	0	0	0	0
ENSG00000225538.1	0	0	0	0	0
ENSG00000172154.4	0	0	0	0	0
ENSG00000254524.1	0	0	0	0	0
ENSG00000181767.1	0	0	0	0	0
ENSG00000255140.1	0	0	0	0	0
ENSG00000181761.5	0	0	0	0	0
ENSG00000254848.1	0	0	0	0	0
ENSG00000167822.1	0	0	0	0	0
ENSG00000254947.1	0	0	0	0	0
ENSG00000181752.3	0	0	0	0	0
ENSG00000255217.1	0	0	0	0	0
ENSG00000174957.1	0	0	0	0	0
ENSG00000230213.1	0	0	0	0	0
ENSG00000213604.4	0	0	0	0	0
ENSG00000254658.1	2	3	4	2	2
ENSG00000181718.4	0	0	0	0	0
ENSG00000172489.5	0	0	0	0	0
ENSG00000181698.2	0	0	0	0	0
ENSG00000181693.6	0	0	0	0	0
ENSG00000255461.1	0	0	0	0	0
ENSG00000181689.1	0	0	0	0	0
ENSG00000254722.1	0	0	1	0	0
ENSG00000255134.1	0	0	0	0	0
ENSG00000150261.2	0	0	0	0	0
ENSG00000242208.1	12	16	13	20	29
ENSG00000172487.3	0	0	0	0	0
ENSG00000172199.1	0	0	2	0	0
ENSG00000254903.1	0	0	0	0	0
ENSG00000255466.1	0	0	0	0	0
ENSG00000272987.1	0	0	0	0	0
ENSG00000181395.6	0	0	0	0	0
ENSG00000174942.1	0	0	0	0	0
ENSG00000230416.3	0	0	0	0	0
ENSG00000150269.1	0	0	0	0	0
ENSG00000174937.2	0	0	0	0	0
ENSG00000254752.1	0	0	0	0	0
ENSG00000181371.2	0	0	0	0	0
ENSG00000254411.1	0	0	0	0	0
ENSG00000254490.1	0	0	0	0	0
ENSG00000254660.1	0	0	0	0	0
ENSG00000254603.1	0	0	0	0	0
ENSG00000185701.7	0	0	0	0	0
ENSG00000255223.2	0	0	0	0	0
ENSG00000254834.2	0	0	0	0	0
ENSG00000166693.7	0	0	0	0	0
ENSG00000255012.1	0	0	0	0	0
ENSG00000255172.2	0	0	0	0	0
ENSG00000197866.2	0	0	0	0	0
ENSG00000254795.1	0	0	0	0	0
ENSG00000263546.1	0	0	0	0	0
ENSG00000172464.2	0	0	0	0	0
ENSG00000172459.2	0	0	0	0	0
ENSG00000232511.3	0	0	0	0	0
ENSG00000238041.3	3	5	8	4	4
ENSG00000174914.1	0	0	0	0	0
ENSG00000254953.1	0	1	0	0	0
ENSG00000181325.6	0	0	0	0	0
ENSG00000172457.5	0	0	0	1	1
ENSG00000254825.1	0	0	0	0	0
ENSG00000181296.2	1	2	0	0	0
ENSG00000255485.1	4	2	0	0	0
ENSG00000205025.6	33	28	9	13	16
ENSG00000241356.1	58	46	12	4	3
ENSG00000255433.1	8	15	6	7	6
ENSG00000181282.3	0	0	0	0	1
ENSG00000181273.2	0	0	0	0	0
ENSG00000255083.1	0	0	0	0	0
ENSG00000273228.1	0	0	0	0	0
ENSG00000224196.1	0	0	0	0	0
ENSG00000272676.1	0	0	0	0	0
ENSG00000273255.1	0	0	0	0	0
ENSG00000183908.5	0	0	2	2	3
ENSG00000134817.9	13	13	0	2	2
ENSG00000149115.9	35484	33014	26191	28175	28049
ENSG00000254662.1	5	10	3	4	4
ENSG00000149136.3	34147	34932	18476	19208	18384
ENSG00000238692.1	0	0	0	0	0
ENSG00000109991.4	5	0	9	7	6
ENSG00000266018.1	0	0	0	0	0
ENSG00000156575.2	0	0	0	0	0
ENSG00000186652.5	0	1	0	1	1
ENSG00000254979.1	0	0	0	0	1
ENSG00000134802.13	91	75	81	84	72
ENSG00000252070.1	1	3	1	3	0
ENSG00000222998.1	2	3	3	2	4
ENSG00000186907.3	282	292	238	312	257
ENSG00000255301.1	0	0	0	0	0
ENSG00000149150.4	292	299	620	718	767
ENSG00000251995.1	0	1	0	0	0
ENSG00000134809.4	3737	3714	1640	1759	1675
ENSG00000214872.4	0	1	2	1	0
ENSG00000156587.11	20	17	4	8	8
ENSG00000240371.1	27	31	37	44	28
ENSG00000149131.11	1	0	1	1	1
ENSG00000254602.1	0	1	0	0	1
ENSG00000208009.1	0	0	0	0	0
ENSG00000166793.6	0	0	1	0	0
ENSG00000172409.5	2540	2467	2806	3008	2972
ENSG00000156599.6	22089	23116	17029	17322	16482
ENSG00000156603.10	1799	1788	1378	1531	1429
ENSG00000213593.5	10657	11164	6839	6757	6320
ENSG00000254462.1	0	0	0	0	0
ENSG00000213592.4	8	6	6	3	5
ENSG00000211450.5	3726	3590	3057	3546	3124
ENSG00000254732.1	61	58	80	87	65
ENSG00000233436.3	23	19	40	36	54
ENSG00000198561.8	66282	67307	60709	63570	58574
ENSG00000255303.1	35	37	102	79	81
ENSG00000255266.1	6	2	8	12	10
ENSG00000180714.2	0	0	0	1	0
ENSG00000254749.1	0	0	0	1	0
ENSG00000254601.1	0	0	1	0	0
ENSG00000186509.3	0	0	0	0	0
ENSG00000200817.1	0	0	0	0	0
ENSG00000172381.3	0	0	0	0	0
ENSG00000236541.1	0	0	0	0	0
ENSG00000255146.1	0	0	0	0	0
ENSG00000254853.1	0	0	0	0	0
ENSG00000255131.2	0	0	0	1	0
ENSG00000272685.1	0	0	0	0	0
ENSG00000172377.1	0	0	0	0	0
ENSG00000186508.4	0	1	0	2	1
ENSG00000272569.1	0	0	0	0	0
ENSG00000186513.2	0	0	0	0	0
ENSG00000197887.3	0	0	0	0	0
ENSG00000172774.6	0	0	0	0	0
ENSG00000180475.4	1	0	0	0	0
ENSG00000254589.1	34	46	44	55	52
ENSG00000172772.3	0	0	0	0	0
ENSG00000272900.1	0	0	0	0	0
ENSG00000255218.1	0	0	0	0	0
ENSG00000255431.1	0	0	0	0	0
ENSG00000255096.2	0	0	0	0	0
ENSG00000255333.1	0	0	0	0	0
ENSG00000197786.3	0	2	0	0	0
ENSG00000233499.1	2	1	0	0	0
ENSG00000273408.1	0	0	0	0	0
ENSG00000172769.2	0	0	0	1	0
ENSG00000172365.2	0	1	0	1	0
ENSG00000172362.2	0	0	1	0	1
ENSG00000255299.1	3	2	15	26	20
ENSG00000198283.2	0	2	3	2	3
ENSG00000110031.8	711	667	1313	1509	1499
ENSG00000186660.14	21381	22012	14139	14798	13302
ENSG00000255073.4	0	0	0	0	0
ENSG00000269570.1	11	10	4	5	4
ENSG00000242689.1	244	229	87	110	98
ENSG00000149124.6	3	3	1	1	1
ENSG00000265783.1	0	0	0	0	0
ENSG00000197254.3	0	3	0	2	1
ENSG00000254926.1	0	0	0	0	0
ENSG00000255265.1	1	1	2	2	3
ENSG00000156689.2	1	4	19	12	9
ENSG00000254717.2	0	0	0	0	0
ENSG00000166840.9	14	25	5	4	4
ENSG00000224130.1	0	0	0	0	0
ENSG00000255523.1	0	0	0	0	0
ENSG00000255240.1	11	5	19	18	17
ENSG00000254877.1	1	0	9	4	2
ENSG00000255189.1	0	1	3	0	3
ENSG00000254786.1	1	2	0	2	5
ENSG00000254399.2	2	3	2	4	2
ENSG00000255151.2	9	5	11	2	9
ENSG00000189057.6	10295	11006	1278	1314	1193
ENSG00000245571.2	692	740	1548	1774	1407
ENSG00000255381.1	11	8	9	4	2
ENSG00000166801.11	9486	9578	20080	22270	20323
ENSG00000110042.3	7062	6965	2747	3385	3327
ENSG00000197629.5	3	3	2	2	0
ENSG00000263999.1	0	2	0	0	0
ENSG00000225802.3	8	4	1	0	0
ENSG00000254799.1	22	19	3	0	0
ENSG00000214797.3	68	66	5	10	1
ENSG00000254704.3	0	0	0	0	0
ENSG00000263944.1	0	0	0	0	0
ENSG00000235678.3	0	0	0	0	0
ENSG00000255386.1	0	0	0	0	0
ENSG00000176495.2	0	0	0	0	0
ENSG00000198261.3	0	1	0	0	0
ENSG00000172324.4	0	0	0	0	0
ENSG00000172320.2	0	0	0	0	0
ENSG00000166884.2	0	0	0	0	0
ENSG00000254640.1	0	0	0	0	0
ENSG00000254466.1	0	0	0	0	0
ENSG00000204989.3	0	0	0	0	0
ENSG00000252418.1	0	0	0	0	0
ENSG00000176200.1	0	0	0	0	0
ENSG00000172742.4	0	0	0	0	0
ENSG00000254770.1	0	0	0	1	0
ENSG00000252893.1	0	0	2	3	2
ENSG00000255008.2	2	1	0	2	11
ENSG00000110048.7	29247	30080	25580	26442	25843
ENSG00000264559.1	0	0	1	0	0
ENSG00000255139.1	71	53	90	78	83
ENSG00000166889.13	16335	17057	10028	10812	9859
ENSG00000255355.1	5	6	14	9	23
ENSG00000223223.1	0	0	0	0	0
ENSG00000172289.2	0	0	0	1	0
ENSG00000166900.10	17580	17804	18221	19536	18610
ENSG00000254403.1	0	0	0	0	1
ENSG00000254743.1	1	0	4	11	4
ENSG00000255538.1	3	3	11	17	14
ENSG00000254477.1	15	10	42	43	53
ENSG00000234964.3	0	0	0	0	0
ENSG00000166902.4	8589	8395	7109	7130	6890
ENSG00000134812.3	1	0	1	1	2
ENSG00000134827.3	8889	9383	16224	17871	17696
ENSG00000270929.1	2	1	0	0	0
ENSG00000214788.1	0	1	2	2	2
ENSG00000255393.1	1	0	0	0	0
ENSG00000149507.2	0	0	0	1	0
ENSG00000149516.9	0	0	1	0	0
ENSG00000255331.1	1	1	0	1	0
ENSG00000149534.4	0	0	0	1	2
ENSG00000254952.1	0	0	0	0	0
ENSG00000110077.10	0	0	0	1	0
ENSG00000214787.4	0	0	0	0	0
ENSG00000110079.12	1	0	0	1	0
ENSG00000166926.4	0	0	0	0	0
ENSG00000166927.8	566	551	131	99	108
ENSG00000166928.6	28	38	3	8	10
ENSG00000166930.2	0	0	0	0	0
ENSG00000156738.13	1	4	1	0	0
ENSG00000071203.5	0	0	0	0	0
ENSG00000204979.3	0	0	0	0	0
ENSG00000181995.7	0	0	0	0	0
ENSG00000166959.3	6	4	1	2	1
ENSG00000214782.3	8	6	1	0	0
ENSG00000166961.10	1	0	0	0	0
ENSG00000172689.1	2	0	1	1	0
ENSG00000255845.1	1	0	1	0	0
ENSG00000255959.1	4	4	3	3	3
ENSG00000256813.1	0	0	0	0	0
ENSG00000110104.7	7017	6882	2919	3203	2937
ENSG00000183134.4	127	92	80	94	97
ENSG00000149506.6	125	108	37	35	31
ENSG00000110107.4	36811	36320	27608	29082	26883
ENSG00000257052.1	12	10	61	79	83
ENSG00000256944.1	2	3	3	0	0
ENSG00000110108.5	19328	18934	10460	11381	11154
ENSG00000256196.1	157	151	64	45	46
ENSG00000006118.10	40977	37966	25291	28978	27871
ENSG00000110446.5	330	293	57	70	56
ENSG00000013725.10	31	26	30	56	29
ENSG00000207153.1	0	0	0	0	0
ENSG00000256733.1	2	0	4	3	4
ENSG00000110448.6	84	96	174	242	212
ENSG00000167987.6	10881	10606	8376	9600	8847
ENSG00000229859.4	1	0	0	1	0
ENSG00000229183.4	0	0	0	0	0
ENSG00000256220.1	0	0	0	0	0
ENSG00000256713.3	2	3	0	2	1
ENSG00000167992.8	87	69	59	66	71
ENSG00000167986.9	83594	84716	77251	82980	76353
ENSG00000149476.10	10656	10008	11450	12961	12009
ENSG00000162144.5	5666	5535	4456	4890	4518
ENSG00000149483.7	6414	6314	4190	4391	4238
ENSG00000187049.5	1971	2182	2203	2357	2378
ENSG00000149532.11	25212	25190	24069	25526	24206
ENSG00000256591.1	64	64	77	69	63
ENSG00000167985.2	1720	1663	1329	1360	1228
ENSG00000240823.2	31	39	51	49	62
ENSG00000162148.6	147	147	507	595	659
ENSG00000255931.1	2	0	11	11	6
ENSG00000266006.1	0	0	0	0	0
ENSG00000204950.2	14	5	7	8	3
ENSG00000011347.5	17938	16997	16071	17440	15401
ENSG00000256443.1	349	411	400	422	289
ENSG00000250230.2	167	175	68	68	80
ENSG00000243742.1	203	190	182	189	126
ENSG00000255947.1	0	1	0	0	0
ENSG00000134780.5	1956	1805	1149	1317	1364
ENSG00000124915.6	1	1	0	1	0
ENSG00000124920.9	361	325	161	184	178
ENSG00000134825.9	7047	6658	4836	4999	4588
ENSG00000207601.1	0	0	0	0	0
ENSG00000168496.3	11371	11085	3588	3747	3631
ENSG00000134824.9	71425	69628	12335	13399	12592
ENSG00000149485.12	12225	12500	3350	3424	3157
ENSG00000222326.1	0	0	0	0	0
ENSG00000221968.4	2209	1992	4204	4559	4691
ENSG00000167994.7	1708	1665	1793	2052	1870
ENSG00000200898.1	0	0	0	0	0
ENSG00000167995.11	84	100	138	187	188
ENSG00000167996.11	40927	38511	27312	31083	28946
ENSG00000269089.1	72	69	121	119	112
ENSG00000244176.1	12	12	28	24	20
ENSG00000254424.1	0	0	0	0	0
ENSG00000255553.1	0	0	0	0	0
ENSG00000149503.8	11204	11937	2796	3237	3235
ENSG00000236607.3	1	1	3	0	0
ENSG00000168515.3	1	2	0	1	0
ENSG00000124939.4	825	840	311	339	305
ENSG00000254404.1	21	15	3	2	2
ENSG00000124935.3	15247	14730	2431	2668	2731
ENSG00000110484.6	243693	246566	15609	14909	14653
ENSG00000197745.1	0	0	0	0	0
ENSG00000255213.1	23	18	20	15	18
ENSG00000255118.1	0	4	2	0	0
ENSG00000162174.8	373	401	144	156	145
ENSG00000254454.2	12	15	8	18	12
ENSG00000265696.1	0	0	0	0	0
ENSG00000255126.1	0	0	0	0	0
ENSG00000149021.2	0	1	0	2	3
ENSG00000255446.1	2	1	4	3	4
ENSG00000124942.9	136333	151035	272205	316545	272947
ENSG00000238861.1	1	0	0	2	0
ENSG00000250659.2	7	5	6	7	5
ENSG00000257058.1	7	6	6	16	6
ENSG00000254772.5	5	7	3	6	3
ENSG00000255508.3	186	153	92	150	132
ENSG00000149016.11	1238	1063	1523	1837	1573
ENSG00000149480.2	13278	13167	7495	7706	7750
ENSG00000149499.7	2191	1945	2692	2993	3122
ENSG00000254964.1	4	3	4	2	3
ENSG00000149489.4	59	95	57	75	55
ENSG00000149541.5	2027	1893	1748	1903	1780
ENSG00000089597.12	47895	48687	37464	39866	37490
ENSG00000185085.2	3318	3084	3756	3910	3785
ENSG00000255432.1	0	0	0	0	0
ENSG00000162194.8	3021	3071	2989	2852	2871
ENSG00000214756.3	340	324	382	435	505
ENSG00000206597.1	0	0	0	0	0
ENSG00000204922.4	1900	1835	977	1095	1024
ENSG00000162191.9	6094	5879	6351	7308	6820
ENSG00000177363.4	26	16	14	21	35
ENSG00000234857.2	29	36	40	53	40
ENSG00000168000.10	489	481	463	506	443
ENSG00000162188.5	9	15	16	13	16
ENSG00000214753.2	6693	7164	8492	8801	8828
ENSG00000162222.9	1591	1638	2072	2369	2221
ENSG00000185670.7	403	430	701	755	685
ENSG00000168002.7	6715	6793	3816	3894	3686
ENSG00000267811.1	6	4	4	6	2
ENSG00000162227.3	1538	1421	1245	1433	1369
ENSG00000168569.7	832	908	818	925	870
ENSG00000269176.1	42	37	62	61	55
ENSG00000185475.4	2599	2542	2546	2953	2879
ENSG00000162231.9	9870	9807	14255	14450	15171
ENSG00000162236.7	6137	6058	5504	6097	5823
ENSG00000269463.1	31	35	48	40	48
ENSG00000252361.1	20	17	10	12	5
ENSG00000264442.1	23	13	13	8	14
ENSG00000256690.1	30	31	37	43	37
ENSG00000133316.11	4515	4451	3788	4034	4020
ENSG00000222328.1	0	0	0	0	0
ENSG00000255717.2	14391	14116	11395	11566	10540
ENSG00000168003.12	36143	35686	38638	41285	38558
ENSG00000168539.3	626	603	1086	1035	1242
ENSG00000257002.1	10	22	9	13	7
ENSG00000241082.2	0	0	0	0	0
ENSG00000197901.7	0	0	0	0	0
ENSG00000149452.11	1	0	3	3	2
ENSG00000256041.1	0	1	0	0	0
ENSG00000253547.2	0	0	0	1	1
ENSG00000197658.5	0	0	1	0	0
ENSG00000239924.1	1	0	1	1	0
ENSG00000184999.7	1	3	11	3	8
ENSG00000196600.8	1	0	2	0	1
ENSG00000256863.1	1	0	0	0	0
ENSG00000256847.1	0	0	0	0	0
ENSG00000256181.1	0	0	0	0	0
ENSG00000149742.5	0	0	1	0	1
ENSG00000168004.5	1	2	1	2	0
ENSG00000133317.10	8	3	1	5	5
ENSG00000133321.6	385	378	239	296	264
